Species,Official gene symbol,UI,Sensitivity (human),Sensitivity (mouse),Specificity (human),Specificity (mouse),Cell type,Germ layer,Organ,Aliases,Product description,Disease,Action
Mm Hs,HMOX2,0.027,0.0,0.0,0.11,0.006,Glomus cells,,,HO-2,heme oxygenase 2,,flag
Mm Hs,NDUFA4L2,0.031,0.0,0.0,0.023,0.032,Glomus cells,,,"NUOMS,FLJ26118","NDUFA4, mitochondrial complex associated like 2",,flag
Mm Hs,COX4I2,0.018,0.0,0.0,0.007,0.021,Glomus cells,,,"COXIV-2,COX4B,dJ857M17.2,COX4-2,COX4L2",cytochrome c oxidase subunit 4I2,Y,flag
Mm Hs,IL1R1,0.008,0.0,0.0,0.019,0.006,Glomus cells,,,"D2S1473,CD121A,IL1R",interleukin 1 receptor type 1,,flag
Mm Hs,TNFRSF1A,0.097,0.0,0.0,0.105,0.0,Glomus cells,,,"TNF-R,TNFAR,TNFR60,TNF-R-I,CD120a,TNF-R55,TNFR1",TNF receptor superfamily member 1A,Y,flag
Mm Hs,CTH,0.008,0.0,0.0,0.002,0.01,Glomus cells,,,,cystathionine gamma-lyase,Y,flag
Mm Hs,CBS,0.007,0.0,0.0,0.0,0.009,Glomus cells,,,HIP4,cystathionine-beta-synthase,Y,flag
Mm Hs,GJA1,0.1,0.0,0.0,0.063,0.107,Glomus cells,,,"CX43,ODOD,SDTY3,ODDD,GJAL",gap junction protein alpha 1,Y,flag
Mm Hs,KCNK3,0.005,0.0,0.0,0.002,0.006,Glomus cells,,,"K2p3.1,TASK,TASK-1",potassium two pore domain channel subfamily K member 3,Y,flag
Mm Hs,ASIC1,0.002,0.0,0.0,0.0,0.003,Glomus cells,,,"BNaC2,hBNaC2,ACCN2",acid sensing ion channel subunit 1,,flag
Mm Hs,ASIC3,0.001,0.0,0.0,0.0,0.001,Glomus cells,,,"TNaC1,DRASIC,ACCN3",acid sensing ion channel subunit 3,,flag
Mm Hs,CALD1,0.186,0.0,0.0,0.269,0.166,Glomus cells,,,"H-CAD,L-CAD",caldesmon 1,,flag
Mm Hs,COL4A1,0.105,0.0,0.0,0.081,0.113,Glomus cells,,,,collagen type IV alpha 1 chain,Y,flag
Mm Hs,VIM,0.427,0.0,0.0,0.591,0.0,Glomus cells,,,,vimentin,Y,flag
Mm Hs,EPAS1,0.076,0.0,0.0,0.057,0.083,Glomus cells,,,"MOP2,PASD2,HIF2A,HLF,bHLHe73",endothelial PAS domain protein 1,Y,flag
Mm Hs,GFRA1,0.005,0.0,0.0,0.003,0.004,Glomus cells,,,"RETL1,GDNFR,GFR-ALPHA-1,RET1L,TRNR1,GDNFRA",GDNF family receptor alpha 1,Y,flag
Mm Hs,GFRA2,0.008,0.0,0.0,0.004,0.01,Glomus cells,,,"RETL2,GDNFRB,NTNRA,TRNR2",GDNF family receptor alpha 2,,flag
Mm Hs,GAP43,0.149,0.0,0.0,0.025,0.181,Glomus cells,,,"B-50,PP46",growth associated protein 43,,flag
Mm Hs,MMP9,0.015,0.0,0.0,0.01,0.017,Glomus cells,,,CLG4B,matrix metallopeptidase 9,Y,flag
Mm Hs,IL6ST,0.055,0.0,0.0,0.091,0.048,Glomus cells,,,CD130,interleukin 6 signal transducer,,flag
Mm Hs,KCNJ11,0.001,0.0,0.0,0.0,0.001,Glomus cells,,,"Kir6.2,BIR",potassium voltage-gated channel subfamily J member 11,Y,flag
Mm Hs,KCNJ8,0.017,0.0,0.0,0.002,0.02,Glomus cells,,,Kir6.1,potassium voltage-gated channel subfamily J member 8,Y,flag
Mm Hs,ABCC8,0.008,0.0,0.0,0.015,0.007,Glomus cells,,,"PHHI,SUR1,ABC36,HHF1,TNDM2,SUR,HRINS",ATP binding cassette subfamily C member 8,Y,flag
Mm Hs,KCNK9,0.004,0.0,0.0,0.0,0.005,Glomus cells,,,"K2p9.1,TASK3,TASK-3",potassium two pore domain channel subfamily K member 9,Y,flag
Mm Hs,SLC17A7,0.012,0.0,0.0,0.0,0.0,Glutaminergic neurons,Ectoderm,Brain,"BNPI,VGLUT1",solute carrier family 17 member 7,,flag
Mm Hs,SLC17A6,0.016,0.0,0.0,0.0,0.0,Glutaminergic neurons,Ectoderm,Brain,"DNPI,VGLUT2",solute carrier family 17 member 6,,flag
Mm Hs,GRIN1,0.016,0.0,0.0,0.001,0.02,Glutaminergic neurons,Ectoderm,Brain,"GluN1,NMDAR1",glutamate ionotropic receptor NMDA type subunit 1,Y,flag
Mm Hs,GRIN2B,0.076,0.0,0.0,0.005,0.095,Glutaminergic neurons,Ectoderm,Brain,"GluN2B,NMDAR2B",glutamate ionotropic receptor NMDA type subunit 2B,Y,flag
Mm Hs,GLS,0.061,0.0,0.0,0.02,0.072,Glutaminergic neurons,Ectoderm,Brain,"KIAA0838,GLS1",glutaminase,,flag
Mm Hs,MEIS2,0.17,0.0,0.0,0.055,0.201,Glutaminergic neurons,Ectoderm,Brain,HsT18361,Meis homeobox 2,,flag
Mm Hs,SLC17A8,0.001,0.0,0.0,0.0,0.0,Glutaminergic neurons,Ectoderm,Brain,"VGLUT3,DFNA25",solute carrier family 17 member 8,Y,flag
Mm Hs,SLC1A1,0.013,0.0,0.0,0.002,0.0,Glutaminergic neurons,Ectoderm,Brain,"EAAC1,EAAT3",solute carrier family 1 member 1,Y,flag
Mm Hs,SLC1A2,0.071,0.0,0.0,0.011,0.0,Glutaminergic neurons,Ectoderm,Brain,"GLT-1,EAAT2",solute carrier family 1 member 2,,flag
Mm Hs,SLC1A6,0.003,0.0,0.0,0.003,0.0,Glutaminergic neurons,Ectoderm,Brain,EAAT4,solute carrier family 1 member 6,,flag
Mm Hs,SLC6A9,0.001,0.0,0.0,0.0,0.0,Glycinergic neurons,Ectoderm,Brain,,solute carrier family 6 member 9,,flag
Mm Hs,SLC32A1,0.026,0.0,0.0,0.002,0.0,Glycinergic neurons,Ectoderm,Brain,"VGAT,bA122O1.1,VIAAT",solute carrier family 32 member 1,,flag
Mm Hs,GUCA2A,0.015,0.353,0.935,0.014,0.014,Goblet cells,Endoderm,GI tract,"STARA,GUCA2",guanylate cyclase activator 2A,,flag
Mm Hs,PHGR1,0.031,1.0,0.968,0.037,0.027,Goblet cells,Endoderm,GI tract,,"proline, histidine and glycine rich 1",,flag
Mm Hs,MUC13,0.03,0.647,0.968,0.014,0.032,Goblet cells,Endoderm,GI tract,DRCC1,"mucin 13, cell surface associated",,flag
Mm Hs,FCGBP,0.011,0.824,0.968,0.01,0.008,Goblet cells,Endoderm,GI tract,FC(GAMMA)BP,Fc fragment of IgG binding protein,,flag
Mm Hs,CLCA1,0.003,0.412,0.548,0.0,0.002,Goblet cells,Endoderm,GI tract,"CaCC,CLCRG1",chloride channel accessory 1,,flag
Mm Hs,ZG16,0.013,0.882,0.0,0.01,0.0,Goblet cells,Endoderm,GI tract,"hZG16,JCLN1,ZG16A,JCLN",zymogen granule protein 16,,flag
Mm Hs,TPSG1,0.003,0.176,0.0,0.0,0.0,Goblet cells,Endoderm,GI tract,"TMT,PRSS31",tryptase gamma 1,,flag
Mm Hs,GALNT12,0.004,0.059,0.645,0.002,0.003,Goblet cells,Endoderm,GI tract,GalNAc-T12,polypeptide N-acetylgalactosaminyltransferase 12,Y,flag
Mm Hs,ATOH1,0.003,0.176,0.645,0.0,0.002,Goblet cells,Endoderm,GI tract,"HATH1,MATH-1,Math1,bHLHa14",atonal bHLH transcription factor 1,,flag
Mm Hs,REP15,0.001,0.235,0.0,0.0,0.0,Goblet cells,Endoderm,GI tract,RAB15EP,RAB15 effector protein,,flag
Mm Hs,PDIA5,0.011,0.118,0.452,0.004,0.012,Goblet cells,Endoderm,GI tract,FLJ30401,protein disulfide isomerase family A member 5,,flag
Mm Hs,PLA2G10,0.004,0.235,0.484,0.005,0.003,Goblet cells,Endoderm,GI tract,GXPLA2,phospholipase A2 group X,,flag
Mm Hs,KLK1,0.013,0.588,0.903,0.005,0.012,Goblet cells,Endoderm,GI tract,Klk6,kallikrein 1,Y,flag
Mm Hs,SPDEF,0.004,0.412,0.0,0.008,0.0,Goblet cells,Endoderm,GI tract,"PDEF,bA375E1.3",SAM pointed domain containing ETS transcription factor,,flag
Mm Hs,LRRC26,0.003,0.0,0.71,0.0,0.002,Goblet cells,Endoderm,GI tract,"bA350O14.10,OTTHUMG00000020980",leucine rich repeat containing 26,,flag
Mm Hs,BACE2,0.018,0.176,0.516,0.049,0.011,Goblet cells,Endoderm,GI tract,"CEAP1,DRAP,ALP56,AEPLC",beta-secretase 2,,flag
Mm Hs,CREB3L1,0.015,0.235,0.548,0.009,0.016,Goblet cells,Endoderm,GI tract,OASIS,cAMP responsive element binding protein 3 like 1,,flag
Mm Hs,NLRP6,0.008,0.0,0.065,0.0,0.01,Goblet cells,Endoderm,GI tract,"PYPAF5,PAN3,CLR11.4,NALP6",NLR family pyrin domain containing 6,,flag
Mm Hs,MUC5AC,0.0,0.0,0.0,0.0,0.001,Goblet cells,Endoderm,GI tract,,"mucin 5AC, oligomeric mucus/gel-forming",,flag
Mm Hs,MUC2,0.007,0.824,0.806,0.002,0.006,Goblet cells,Endoderm,GI tract,,"mucin 2, oligomeric mucus/gel-forming",,flag
Mm Hs,SLC9A8,0.001,0.0,0.0,0.0,0.0,Goblet cells,Endoderm,GI tract,"KIAA0939,NHE8",solute carrier family 9 member A8,,flag
Mm Hs,OTOGL,0.0,0.0,0.0,0.0,0.0,Goblet cells,Endoderm,GI tract,"FLJ90579,C12orf64",otogelin like,Y,flag
Mm Hs,ITLN1,0.009,0.765,0.516,0.002,0.009,Goblet cells,Endoderm,GI tract,"ITLN,FLJ20022,LFR,HL-1,hIntL",intelectin 1,,flag
Mm Hs,AQP3,0.025,0.176,0.0,0.071,0.016,Goblet cells,Endoderm,GI tract,GIL,aquaporin 3 (Gill blood group),Y,flag
Mm Hs,CDON,0.005,0.0,0.0,0.0,0.006,Goblet cells,Endoderm,GI tract,"ORCAM,CDO,CDON1","cell adhesion associated, oncogene regulated",Y,flag
Mm Hs,MUC4,0.005,0.294,0.29,0.015,0.002,Goblet cells,Endoderm,GI tract,,"mucin 4, cell surface associated",,flag
Mm Hs,MUC5B,0.002,0.353,0.0,0.008,0.001,Goblet cells,Endoderm,GI tract,MG1,"mucin 5B, oligomeric mucus/gel-forming",Y,flag
Mm Hs,TMEM207,0.0,0.0,0.0,0.0,0.0,Goblet cells,Endoderm,GI tract,,transmembrane protein 207,,flag
Mm Hs,TFF3,0.022,1.0,0.0,0.04,0.0,Goblet cells,Endoderm,GI tract,"HITF,ITF",trefoil factor 3,,flag
Mm Hs,AGR2,0.024,0.824,1.0,0.069,0.011,Goblet cells,Endoderm,GI tract,"XAG-2,HAG-2,PDIA17","anterior gradient 2, protein disulphide isomerase family member",,flag
Mm Hs,CDX2,0.015,0.235,0.516,0.007,0.016,Goblet cells,Endoderm,GI tract,CDX3,caudal type homeobox 2,,flag
Mm Hs,KRT7,0.056,0.0,0.903,0.102,0.046,Goblet cells,Endoderm,GI tract,"CK7,K2C7",keratin 7,,flag
Mm Hs,KRT20,0.012,0.412,0.387,0.013,0.011,Goblet cells,Endoderm,GI tract,"CK20,K20,MGC35423",keratin 20,,flag
Mm,MUC3,0.01,0.0,0.194,0.0,0.012,Goblet cells,Endoderm,GI tract,,"mucin 3, intestinal",,flag
Mm Hs,SPINK4,0.014,0.706,0.0,0.003,0.0,Goblet cells,Endoderm,GI tract,"PEC-60,MGC133107","serine peptidase inhibitor, Kazal type 4",,flag
Mm Hs,MANF,0.431,0.412,0.935,0.211,0.477,Goblet cells,Endoderm,GI tract,ARMET,mesencephalic astrocyte derived neurotrophic factor,,flag
Mm,CCL9,0.037,0.0,0.29,0.0,0.044,Goblet cells,Endoderm,GI tract,,chemokine (C-C motif) ligand 9,,flag
Mm Hs,FSHR,0.0,0.0,0.0,0.0,0.0,Granulosa cells,Mesoderm,Reproductive,"FSHRO,LGR1,ODG1",follicle stimulating hormone receptor,Y,flag
Mm Hs,FOXL2,0.0,0.0,0.0,0.0,0.0,Granulosa cells,Mesoderm,Reproductive,"BPES1,BPES",forkhead box L2,Y,flag
Mm Hs,CYP19A1,0.0,0.0,0.0,0.002,0.0,Granulosa cells,Mesoderm,Reproductive,"ARO,P-450AROM,CPV1,ARO1,CYAR,aromatase,CYP19",cytochrome P450 family 19 subfamily A member 1,Y,flag
Mm Hs,AMH,0.004,1.0,0.5,0.015,0.002,Granulosa cells,Mesoderm,Reproductive,MIS,anti-Mullerian hormone,Y,flag
Mm Hs,MCAM,0.031,0.0,0.0,0.021,0.034,Granulosa cells,Mesoderm,Reproductive,"MUC18,CD146",melanoma cell adhesion molecule,,flag
Mm Hs,FHL1,0.063,0.0,0.0,0.089,0.057,Granulosa cells,Mesoderm,Reproductive,"SLIM1,KYO-T,bA535K18.1,FHL1B,XMPMA,FLH1A,MGC111107",four and a half LIM domains 1,Y,flag
Mm Hs,INHA,0.006,1.0,1.0,0.013,0.005,Granulosa cells,Mesoderm,Reproductive,,inhibin subunit alpha,,flag
Mm,KITL,0.041,0.0,0.0,0.0,0.051,Granulosa cells,Mesoderm,Reproductive,,kit ligand,,flag
Mm Hs,BOK,0.045,0.0,0.0,0.006,0.054,Granulosa cells,Mesoderm,Reproductive,"BCL2L9,BOKL,MGC4631","BOK, BCL2 family apoptosis regulator",,flag
Mm Hs,ADAMTS1,0.053,0.0,0.0,0.056,0.054,Granulosa cells,Mesoderm,Reproductive,"C3-C5,METH1,KIAA1346",ADAM metallopeptidase with thrombospondin type 1 motif 1,,flag
Mm Hs,LOX,0.017,0.0,0.0,0.015,0.017,Granulosa cells,Mesoderm,Reproductive,,lysyl oxidase,,flag
Mm Hs,HSD3B1,0.001,0.0,1.0,0.001,0.001,Granulosa cells,Mesoderm,Reproductive,"SDR11E1,HSDB3,HSD3B","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",,flag
Mm,AKR1CL,0.005,0.0,1.0,0.0,0.006,Granulosa cells,Mesoderm,Reproductive,,"aldo-keto reductase family 1, member C-like",,flag
Mm Hs,HTRA1,0.065,0.0,1.0,0.034,0.073,Granulosa cells,Mesoderm,Reproductive,"HtrA,IGFBP5-protease,ARMD7,PRSS11",HtrA serine peptidase 1,Y,flag
Mm Hs,GAPDH,0.052,0.0,0.5,0.106,0.032,Granulosa cells,Mesoderm,Reproductive,GAPD,glyceraldehyde-3-phosphate dehydrogenase,,flag
Mm Hs,TNNI3,0.01,1.0,0.0,0.01,0.0,Granulosa cells,Mesoderm,Reproductive,"TNNC1,CMH7,CMD2A","troponin I3, cardiac type",Y,flag
Mm Hs,HSD17B1,0.002,0.0,0.5,0.005,0.002,Granulosa cells,Mesoderm,Reproductive,"MGC138140,SDR28C1,EDH17B2",hydroxysteroid 17-beta dehydrogenase 1,,flag
Mm Hs,HJURP,0.048,0.0,0.5,0.011,0.058,Granulosa cells,Mesoderm,Reproductive,"DKFZp762E1312,URLC9,hFLEG1,FAKTS",Holliday junction recognition protein,,flag
Mm Hs,ETV2,0.002,0.0,0.0,0.014,0.0,Hemangioblasts,Zygote,Embryo,ER71,ETS variant 2,,flag
Mm Hs,T,0.0,0.0,0.0,0.0,0.0,Hemangioblasts,Zygote,Embryo,,"brachyury, T-box transcription factor T",,flag
Mm Hs,TAL1,0.004,0.0,0.0,0.007,0.0,Hemangioblasts,Zygote,Embryo,"bHLHa17,TCL5","TAL bHLH transcription factor 1, erythroid differentiation factor",Y,flag
Mm Hs,BAALC,0.018,0.0,0.0,0.015,0.019,Hematopoietic stem cells,Mesoderm,Bone,,"BAALC, MAP3K1 and KLF4 binding",,flag
Mm Hs,SPN,0.029,0.0,0.0,0.051,0.0,Hematopoietic stem cells,Mesoderm,Bone,"LSN,CD43,GPL115",sialophorin,,flag
Mm Hs,CDCP1,0.01,0.0,0.0,0.025,0.008,Hematopoietic stem cells,Mesoderm,Bone,"CD318,SIMA135",CUB domain containing protein 1,,flag
Mm Hs,MYADM,0.063,0.0,0.0,0.119,0.052,Hematopoietic stem cells,Mesoderm,Bone,,myeloid associated differentiation marker,,flag
Hs,KITLG,0.001,0.0,0.0,0.006,0.0,Hematopoietic stem cells,Mesoderm,Bone,"SCF,Kitl,KL-1,FPH2,SLF,DFNA69",KIT ligand,Y,flag
Mm Hs,TGFB2,0.041,0.0,0.0,0.002,0.0,Hematopoietic stem cells,Mesoderm,Bone,,transforming growth factor beta 2,Y,flag
Mm Hs,THY1,0.095,0.0,0.0,0.032,0.0,Hematopoietic stem cells,Mesoderm,Bone,CD90,Thy-1 cell surface antigen,,flag
Mm Hs,MPL,0.001,0.0,0.313,0.0,0.001,Hematopoietic stem cells,Mesoderm,Bone,"CD110,TPOR","MPL proto-oncogene, thrombopoietin receptor",Y,flag
Mm Hs,KIT,0.015,0.0,0.719,0.003,0.017,Hematopoietic stem cells,Mesoderm,Bone,"CD117,SCFR,C-Kit,PBT",KIT proto-oncogene receptor tyrosine kinase,Y,flag
Mm Hs,PROM1,0.021,0.0,0.0,0.007,0.024,Hematopoietic stem cells,Mesoderm,Bone,"AC133,CD133,RP41,CORD12,PROML1,STGD4",prominin 1,Y,flag
Mm Hs,FLT3,0.009,0.0,0.438,0.001,0.008,Hematopoietic stem cells,Mesoderm,Bone,"FLK2,CD135",fms related tyrosine kinase 3,Y,flag
Mm Hs,SLAMF1,0.001,0.0,0.0,0.002,0.0,Hematopoietic stem cells,Mesoderm,Bone,"CD150,SLAM",signaling lymphocytic activation molecule family member 1,,flag
Mm Hs,CXCR4,0.04,0.0,0.0,0.198,0.009,Hematopoietic stem cells,Mesoderm,Bone,"LESTR,NPY3R,HM89,NPYY3R,D2S201E,fusin,HSY3RR,CD184",C-X-C motif chemokine receptor 4,Y,flag
Mm Hs,TEK,0.02,0.0,0.0,0.002,0.0,Hematopoietic stem cells,Mesoderm,Bone,"TIE2,TIE-2,VMCM1,CD202b,VMCM",TEK receptor tyrosine kinase,Y,flag
Hs,ABCB1,0.001,0.0,0.0,0.006,0.0,Hematopoietic stem cells,Mesoderm,Bone,"P-gp,CD243,GP170,ABC20,PGY1,CLCS",ATP binding cassette subfamily B member 1,Y,flag
Mm Hs,ABCG2,0.038,0.0,0.063,0.005,0.047,Hematopoietic stem cells,Mesoderm,Bone,"EST157481,MXR,BCRP,ABCP,CD338",ATP binding cassette subfamily G member 2 (Junior blood group),Y,flag
Mm Hs,TET2,0.008,0.0,0.0,0.004,0.0,Hematopoietic stem cells,Mesoderm,Bone,"FLJ20032,KIAA1546",tet methylcytosine dioxygenase 2,Y,flag
Mm Hs,TRPC6,0.001,0.0,0.0,0.001,0.0,Hematopoietic stem cells,Mesoderm,Bone,"TRP6,FSGS2",transient receptor potential cation channel subfamily C member 6,Y,flag
Mm Hs,HOXB5,0.003,0.0,0.0,0.005,0.002,Hematopoietic stem cells,Mesoderm,Bone,HOX2A,homeobox B5,,flag
Mm Hs,GJB1,0.033,0.0,0.0,0.01,0.039,Hematopoietic stem cells,Mesoderm,Bone,"CX32,CMTX1,CMTX",gap junction protein beta 1,Y,flag
Mm Hs,CDH2,0.059,0.0,0.0,0.049,0.062,Hematopoietic stem cells,Mesoderm,Bone,"CDHN,CD325,NCAD",cadherin 2,,flag
Mm Hs,ALDH1A1,0.039,0.0,0.0,0.088,0.029,Hematopoietic stem cells,Mesoderm,Bone,"RALDH1,PUMB1,ALDH1",aldehyde dehydrogenase 1 family member A1,,flag
Mm Hs,GFI1B,0.005,0.0,0.0,0.019,0.002,Hematopoietic stem cells,Mesoderm,Bone,ZNF163B,growth factor independent 1B transcriptional repressor,Y,flag
Mm Hs,NOTCH1,0.007,0.0,0.063,0.005,0.008,Hematopoietic stem cells,Mesoderm,Bone,TAN1,notch 1,Y,flag
Mm Hs,NOTCH2,0.096,0.0,0.281,0.02,0.114,Hematopoietic stem cells,Mesoderm,Bone,,notch 2,Y,flag
Mm Hs,PLXDC2,0.046,0.0,0.0,0.019,0.054,Hematopoietic stem cells,Mesoderm,Bone,"TEM7R,FLJ14623",plexin domain containing 2,,flag
Mm Hs,ESAM,0.064,0.0,0.031,0.043,0.071,Hematopoietic stem cells,Mesoderm,Bone,W117m,endothelial cell adhesion molecule,,flag
Mm Hs,ACE,0.022,0.0,0.0,0.026,0.022,Hematopoietic stem cells,Mesoderm,Bone,"ACE1,CD143,DCP1",angiotensin I converting enzyme,Y,flag
Mm Hs,ITGA2B,0.003,0.0,0.125,0.004,0.003,Hematopoietic stem cells,Mesoderm,Bone,"CD41B,CD41,PPP1R93,GP2B",integrin subunit alpha 2b,Y,flag
Mm Hs,GATA3,0.03,0.0,0.0,0.02,0.03,Hematopoietic stem cells,Mesoderm,Bone,HDR,GATA binding protein 3,Y,flag
Mm Hs,ROBO4,0.013,0.0,0.0,0.004,0.0,Hematopoietic stem cells,Mesoderm,Bone,"FLJ20798,MRB,ECSM4",roundabout guidance receptor 4,,flag
Mm Hs,PITX2,0.01,0.0,0.0,0.011,0.009,Hematopoietic stem cells,Mesoderm,Bone,"IGDS,Brx1,Otlx2,IRID2,IHG2,RIEG,RIEG1,RGS",paired like homeodomain 2,Y,flag
Mm Hs,TXNIP,0.194,0.0,0.0,0.355,0.0,Hematopoietic stem cells,Mesoderm,Bone,"VDUP1,EST01027,HHCPA78,THIF,ARRDC6",thioredoxin interacting protein,,flag
Mm Hs,RUNX1,0.054,0.0,0.0,0.031,0.0,Hematopoietic stem cells,Mesoderm,Bone,"PEBP2A2,AMLCR1,AML1,CBFA2",runt related transcription factor 1,Y,flag
Mm Hs,PTPRS,0.209,0.0,0.063,0.0,0.261,Hematopoietic stem cells,Mesoderm,Bone,,"protein tyrosine phosphatase, receptor type S",,flag
Mm Hs,PTPRC,0.125,0.0,0.219,0.216,0.106,Hematopoietic stem cells,Mesoderm,Bone,"T200,CD45","protein tyrosine phosphatase, receptor type C",Y,flag
Mm Hs,CD44,0.127,0.0,0.125,0.3,0.088,Hematopoietic stem cells,Mesoderm,Bone,"IN,MC56,Pgp1,CD44R,HCELL,CSPG8,MIC4,MDU2,MDU3",CD44 molecule (Indian blood group),Y,flag
Mm Hs,GFI1,0.001,0.0,0.0,0.0,0.001,Hematopoietic stem cells,Mesoderm,Bone,"GFI1A,GFI-1,ZNF163",growth factor independent 1 transcriptional repressor,Y,flag
Mm Hs,CD48,0.076,0.0,0.344,0.116,0.065,Hematopoietic stem cells,Mesoderm,Bone,"BLAST,mCD48,hCD48,SLAMF2,BCM1",CD48 molecule,,flag
Mm Hs,HMGB3,0.271,0.0,0.813,0.161,0.293,Hematopoietic stem cells,Mesoderm,Bone,"HMG2A,MGC90319,HMG4",high mobility group box 3,Y,flag
Mm Hs,TLR2,0.014,0.0,0.0,0.001,0.0,Hematopoietic stem cells,Mesoderm,Bone,"TIL4,CD282",toll like receptor 2,Y,flag
Mm Hs,APC,0.1,0.0,0.063,0.013,0.123,Hematopoietic stem cells,Mesoderm,Bone,"DP2.5,PPP1R46","APC, WNT signaling pathway regulator",Y,flag
Mm Hs,GNL3,0.094,0.0,0.563,0.12,0.081,Hematopoietic stem cells,Mesoderm,Bone,"C77032,E2IG3,MGC800",G protein nucleolar 3,,flag
Mm Hs,MGST1,0.157,0.0,0.0,0.182,0.146,Hematopoietic stem cells,Mesoderm,Bone,"MGST-I,GST12",microsomal glutathione S-transferase 1,,flag
Mm Hs,G0S2,0.04,0.0,0.0,0.045,0.038,Hematopoietic stem cells,Mesoderm,Bone,,G0/G1 switch 2,,flag
Mm Hs,PRNP,0.242,0.0,0.0,0.08,0.284,Hematopoietic stem cells,Mesoderm,Bone,"CD230,AltPrP,GSS,CJD",prion protein,Y,flag
Mm Hs,CD34,0.071,0.0,0.781,0.04,0.078,Hematopoietic stem cells,Mesoderm,Bone,,CD34 molecule,,flag
Mm Hs,BMI1,0.009,0.0,0.0,0.005,0.009,Hematopoietic stem cells,Mesoderm,Bone,"RNF51,PCGF4","BMI1 proto-oncogene, polycomb ring finger",,flag
Hs,CD59,0.07,0.0,0.0,0.372,0.0,Hematopoietic stem cells,Mesoderm,Bone,"16.3A5,EJ16,EJ30,EL32,G344,p18-20,MIC11,MIN1,MSK21,MIN2,MIN3",CD59 molecule (CD59 blood group),Y,flag
Mm Hs,ITGA4,0.036,0.0,0.563,0.011,0.04,Hematopoietic stem cells,Mesoderm,Bone,"CD49d,CD49D",integrin subunit alpha 4,,flag
Mm Hs,ANPEP,0.015,0.0,0.0,0.013,0.017,Hematopoietic stem cells,Mesoderm,Bone,"gp150,CD13,PEPN","alanyl aminopeptidase, membrane",,flag
Mm Hs,CD33,0.017,0.0,0.0,0.013,0.017,Hematopoietic stem cells,Mesoderm,Bone,"SIGLEC3,SIGLEC-3,FLJ00391",CD33 molecule,,flag
Mm Hs,IL3RA,0.008,0.0,0.0,0.0,0.008,Hematopoietic stem cells,Mesoderm,Bone,CD123,interleukin 3 receptor subunit alpha,,flag
Mm Hs,HLX,0.022,0.0,0.0,0.003,0.026,Hematopoietic stem cells,Mesoderm,Bone,"HB24,HLX1",H2.0 like homeobox,,flag
Mm Hs,NKX3-1,0.002,0.0,0.0,0.013,0.0,Hematopoietic stem cells,Mesoderm,Bone,"NKX3.1,BAPX2,NKX3A",NK3 homeobox 1,,flag
Mm Hs,THSD1,0.008,0.0,0.0,0.005,0.0,Hematopoietic stem cells,Mesoderm,Bone,TMTSP,thrombospondin type 1 domain containing 1,Y,flag
Mm Hs,NCOR2,0.021,0.0,0.031,0.007,0.024,Hematopoietic stem cells,Mesoderm,Bone,"SMRT,SMRTE,TRAC-1,CTG26,TNRC14",nuclear receptor corepressor 2,,flag
Mm Hs,EGR1,0.202,0.0,0.125,0.188,0.209,Hematopoietic stem cells,Mesoderm,Bone,"TIS8,G0S30,NGFI-A,KROX-24,ZIF-268,AT225,ZNF225",early growth response 1,,flag
Mm Hs,FGD5,0.007,0.0,0.0,0.001,0.009,Hematopoietic stem cells,Mesoderm,Bone,"ZFYVE23,FLJ39957,FLJ00274","FYVE, RhoGEF and PH domain containing 5",,flag
Mm Hs,MECOM,0.011,0.0,0.031,0.019,0.009,Hematopoietic stem cells,Mesoderm,Bone,"MDS1-EVI1,PRDM3,KMT8E,MDS1,EVI1",MDS1 and EVI1 complex locus,Y,flag
Mm Hs,CTNNAL1,0.028,0.0,0.0,0.092,0.009,Hematopoietic stem cells,Mesoderm,Bone,"CLLP,alpha-CATU",catenin alpha like 1,,flag
Mm Hs,VWF,0.016,0.0,0.0,0.027,0.0,Hematopoietic stem cells,Mesoderm,Bone,F8VWF,von Willebrand factor,Y,flag
Mm Hs,PBX2,0.009,0.0,0.0,0.003,0.01,Hematopoietic stem cells,Mesoderm,Bone,"HOX12,PBX2MHC",PBX homeobox 2,,flag
Mm Hs,TAL1,0.004,0.0,0.0,0.007,0.0,Hematopoietic stem cells,Mesoderm,Bone,"bHLHa17,TCL5","TAL bHLH transcription factor 1, erythroid differentiation factor",Y,flag
Mm Hs,ERG,0.01,0.0,0.125,0.008,0.011,Hematopoietic stem cells,Mesoderm,Bone,erg-3,"ERG, ETS transcription factor",,flag
Mm Hs,NEO1,0.02,0.0,0.0,0.005,0.023,Hematopoietic stem cells,Mesoderm,Bone,"NGN,HsT17534,IGDCC2,NTN1R2",neogenin 1,,flag
Mm Hs,EGR3,0.004,0.0,0.0,0.003,0.005,Hematopoietic stem cells,Mesoderm,Bone,PILOT,early growth response 3,,flag
Mm Hs,MAFF,0.054,0.0,0.0,0.096,0.048,Hematopoietic stem cells,Mesoderm,Bone,hMafF,MAF bZIP transcription factor F,,flag
Mm Hs,ITGA6,0.059,0.0,0.031,0.05,0.062,Hematopoietic stem cells,Mesoderm,Bone,CD49f,integrin subunit alpha 6,Y,flag
